case_id,model_profile,mechanism,family,context_records,seed,split,purpose,attempt_id,arm,pair_index,concurrency,request_id,table_sha256,table_index,within_table_position,first_query_of_table,observed,status,correct,expected,output,output_token_ids,input_token_ids_sha256,input_tokens,native_reused_tokens,native_new_tokens,native_prompt_ms,native_generation_ms,generated_tokens,client_end_to_end_ns,client_queue_before_dispatch_ns,native_request_proxy_ns,client_ttft_ns,original_prompt_characters,original_prompt_sha256,transformed_prompt_characters,intervention_duration_ns,intervention_decision
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-e3062f1adbe444078edd4548b198a9e0,candidate,0,1,r002,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,2,False,True,SUCCEEDED,True,DUETA,DUETA,"[21547, 20695, 151645]",327358df9646e92b0b0ad1c6a0ca3242178322a63d2d3f13fb47db9d332715fd,91,70,21,150.285,49.131,3,2011461483,1800349243,211112240,1977056064,643,6b337b6e1716946b782bf76ffe735332e5a34a0105a91c156092e38bde9f0a8f,229,34023,CERTIFIED_SLICE
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-e3062f1adbe444078edd4548b198a9e0,candidate,0,1,r003,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,3,False,True,SUCCEEDED,False,DKACG,DDEJN,"[35, 1150, 41, 45, 151645]",7e8ffaddc75b5a819d218bad625c174f18aa9054d42201b720ddee39220793c7,94,70,24,168.018,99.618,5,2831129072,2556091502,275037570,2751132043,643,330e0f0ed7e7731d831e49e47e5c09fd9bf4377a8faad5d712c49911c4dfe32c,229,33983,CERTIFIED_SLICE
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-e3062f1adbe444078edd4548b198a9e0,candidate,0,1,r004,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,4,False,True,SUCCEEDED,True,DOWUV,DOWUV,"[35, 3307, 22246, 151645]",dcfa3abe20459b3de1db077c959051512a3da06719e98afe5368c20b0a60a7c7,92,70,22,155.675,74.334,4,3077854950,2836027896,241827054,3018011745,643,1660a3f24e4a9f16162e4e373f30fe516d2a8d72ba5f53a74ada96f141abee13,229,37169,CERTIFIED_SLICE
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-e3062f1adbe444078edd4548b198a9e0,candidate,0,1,r005,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,5,False,True,SUCCEEDED,True,DCYHN,DCYHN,"[5626, 56, 43165, 151645]",915a48640afcf3f6baf30002a02cea051ccfdaab987715d95a7d2624fbd6f84b,90,70,20,144.964,73.498,4,3799526763,3573704866,225821897,3745045384,643,a0361b15664ed433c45e4c9ff6654a666ec70305791cda9267912fe3ed259363,229,33362,CERTIFIED_SLICE
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-e3062f1adbe444078edd4548b198a9e0,candidate,0,1,r006,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,6,False,True,SUCCEEDED,False,DHRAE,DGAEN,"[35, 16128, 953, 151645]",11753f1895de562668e175061d85728c231083cdb4fdb02ba16f0ebce336cf2f,92,70,22,154.981,73.465,4,4043009327,3807272945,235736382,3981356115,643,f13a8ddb3ce8ab74064bd14c6ed8518e599a4d673f4fa45968b98f41750f11c4,229,34013,CERTIFIED_SLICE
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-e3062f1adbe444078edd4548b198a9e0,candidate,0,1,r007,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,7,False,True,SUCCEEDED,False,DJCAK,DDOTI,"[4103, 1793, 40, 151645]",a6eb4dfb80d387b3e7caff030445e6b00bfd072383bec34b988778185738f346,92,70,22,154.851,73.282,4,4814038176,4574192779,239845397,4751977306,643,b8d536dc6716e9044c44cfcb21bc6bbf711b9d01aede84861ebfb2f07c8c773e,229,40386,CERTIFIED_SLICE
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-45af48da75a14de98489227a2d528ccc,candidate,1,1,r000,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,0,True,True,SUCCEEDED,True,DHQGX,DHQGX,"[51326, 48, 84432, 151645]",ca31958d5b81fe4079a29eaaf2c1dac0bfc0f97c0ecfaa1de053245a3274540d,92,0,92,568.752,78.139,4,1175787937,513303728,662484209,1112903405,643,95afa2d28e279b3a95f209e7609794e9454e43ad394154a212122800f6f4a171,229,71503,CERTIFIED_SLICE
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-45af48da75a14de98489227a2d528ccc,candidate,1,1,r001,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,1,False,True,SUCCEEDED,False,DVZRV,DWSJC,"[35, 7433, 58367, 151645]",3e5f006bdb19f29f57642367e20997626f4b0cfe9e5a6b4ad9285f63d5a5f767,92,71,21,150.804,78.111,4,1814058789,1573147258,240911531,1740701212,643,5142e44ff20077c11c72b9bbfd881a296332f5772d8881fa5f778a15eb2326a5,229,37449,CERTIFIED_SLICE
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-45af48da75a14de98489227a2d528ccc,candidate,1,1,r002,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,2,False,True,SUCCEEDED,True,DUETA,DUETA,"[21547, 20695, 151645]",327358df9646e92b0b0ad1c6a0ca3242178322a63d2d3f13fb47db9d332715fd,91,70,21,151.903,50.319,3,2032508691,1818109214,214399477,1989834308,643,6b337b6e1716946b782bf76ffe735332e5a34a0105a91c156092e38bde9f0a8f,229,36388,CERTIFIED_SLICE
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-45af48da75a14de98489227a2d528ccc,candidate,1,1,r003,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,3,False,True,SUCCEEDED,False,DKACG,DDEJN,"[35, 1150, 41, 45, 151645]",7e8ffaddc75b5a819d218bad625c174f18aa9054d42201b720ddee39220793c7,94,70,24,168.845,101.522,5,2821589384,2544154164,277435220,2721370603,643,330e0f0ed7e7731d831e49e47e5c09fd9bf4377a8faad5d712c49911c4dfe32c,229,34464,CERTIFIED_SLICE
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-45af48da75a14de98489227a2d528ccc,candidate,1,1,r004,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,4,False,True,SUCCEEDED,True,DOWUV,DOWUV,"[35, 3307, 22246, 151645]",dcfa3abe20459b3de1db077c959051512a3da06719e98afe5368c20b0a60a7c7,92,70,22,156.193,74.443,4,3071656558,2830193021,241463537,3012774642,643,1660a3f24e4a9f16162e4e373f30fe516d2a8d72ba5f53a74ada96f141abee13,229,33232,CERTIFIED_SLICE
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-45af48da75a14de98489227a2d528ccc,candidate,1,1,r005,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,5,False,True,SUCCEEDED,True,DCYHN,DCYHN,"[5626, 56, 43165, 151645]",915a48640afcf3f6baf30002a02cea051ccfdaab987715d95a7d2624fbd6f84b,90,70,20,145.448,74.264,4,3785983878,3559074557,226909321,3720705632,643,a0361b15664ed433c45e4c9ff6654a666ec70305791cda9267912fe3ed259363,229,33613,CERTIFIED_SLICE
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-45af48da75a14de98489227a2d528ccc,candidate,1,1,r006,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,6,False,True,SUCCEEDED,False,DHRAE,DGAEN,"[35, 16128, 953, 151645]",11753f1895de562668e175061d85728c231083cdb4fdb02ba16f0ebce336cf2f,92,70,22,156.259,74.977,4,4031197992,3792797834,238400158,3965737357,643,f13a8ddb3ce8ab74064bd14c6ed8518e599a4d673f4fa45968b98f41750f11c4,229,33582,CERTIFIED_SLICE
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-45af48da75a14de98489227a2d528ccc,candidate,1,1,r007,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,7,False,True,SUCCEEDED,False,DJCAK,DDOTI,"[4103, 1793, 40, 151645]",a6eb4dfb80d387b3e7caff030445e6b00bfd072383bec34b988778185738f346,92,70,22,154.714,74.308,4,4789633332,4547347946,242285386,4730825945,643,b8d536dc6716e9044c44cfcb21bc6bbf711b9d01aede84861ebfb2f07c8c773e,229,33032,CERTIFIED_SLICE
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-fd6771027773471e953b29a541459d73,baseline,1,1,r000,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,0,True,True,SUCCEEDED,False,DHQGX,DQGX,"[35, 48, 84432, 151645]",409cb68e1b9341ca4a62cbb2318b75e023d7c6955baa51ec7ad3ef7d9ed297d4,278,0,278,1759.243,86.518,4,2432890796,579330998,1853559798,2359755663,643,95afa2d28e279b3a95f209e7609794e9454e43ad394154a212122800f6f4a171,643,49642,IDENTITY
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-fd6771027773471e953b29a541459d73,baseline,1,1,r001,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,1,False,True,SUCCEEDED,False,DVZRV,DOWUV,"[35, 3307, 22246, 151645]",513ecabb26a53d78cd32e87d52b8412b11a3486ade58fd2e2cb2182d0862d5e5,278,267,11,97.667,85.095,4,2744003180,2554718669,189284511,2663227312,643,5142e44ff20077c11c72b9bbfd881a296332f5772d8881fa5f778a15eb2326a5,643,30317,IDENTITY
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-fd6771027773471e953b29a541459d73,baseline,1,1,r002,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,2,False,True,SUCCEEDED,False,DUETA,DRLQZ,"[35, 4728, 48, 57, 151645]",6290ba1bde0f75670f9566d35b9116d5c78494211a0c670e5b9e2486306df56b,278,266,12,105.672,111.762,5,2978745904,2753894262,224851642,2876180107,643,6b337b6e1716946b782bf76ffe735332e5a34a0105a91c156092e38bde9f0a8f,643,25116,IDENTITY
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-fd6771027773471e953b29a541459d73,baseline,1,1,r003,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,3,False,True,SUCCEEDED,False,DKACG,DWSJC,"[35, 7433, 58367, 151645]",472f2dc0c19b1370ece26cfcb7c4632bd27e418edaeab5e19729e4cb127a671d,279,266,13,112.479,86.301,4,3191737691,2984486103,207251588,3114288622,643,330e0f0ed7e7731d831e49e47e5c09fd9bf4377a8faad5d712c49911c4dfe32c,643,24015,IDENTITY
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-fd6771027773471e953b29a541459d73,baseline,1,1,r004,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,4,False,True,SUCCEEDED,True,DOWUV,DOWUV,"[35, 3307, 22246, 151645]",047a3df4e8d8eadd8835726c417aaad9ffc421b200cce0a297a167883e36eb39,278,266,12,103.25,80.74,4,3754102895,3558621575,195481320,3675579988,643,1660a3f24e4a9f16162e4e373f30fe516d2a8d72ba5f53a74ada96f141abee13,643,22151,IDENTITY
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-fd6771027773471e953b29a541459d73,baseline,1,1,r005,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,5,False,True,SUCCEEDED,False,DCYHN,DQGCF,"[35, 48, 38, 9650, 151645]",32d3262fb73e0e14beb2fd54e451d9d80cb66b6be62456d05e9cdeecfc9f0b98,277,266,11,95.091,109.108,5,3973229125,3760453821,212775304,3872973967,643,a0361b15664ed433c45e4c9ff6654a666ec70305791cda9267912fe3ed259363,643,22402,IDENTITY
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-fd6771027773471e953b29a541459d73,baseline,1,1,r006,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,6,False,True,SUCCEEDED,False,DHRAE,DGAEN,"[35, 16128, 953, 151645]",523a99e98b1d1223750a6d7570ea35fff3d9c9abc75828f8ea24d3ba0e36bdb0,278,266,12,101.488,77.492,4,4170936968,3981037262,189899706,4106677207,643,f13a8ddb3ce8ab74064bd14c6ed8518e599a4d673f4fa45968b98f41750f11c4,643,23685,IDENTITY
d1-small-reuse24,qwen2.5-0.5b-instruct-fp16-v2,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-fd6771027773471e953b29a541459d73,baseline,1,1,r007,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,7,False,True,SUCCEEDED,False,DJCAK,DVGPE,"[35, 46641, 1740, 151645]",4e24093feb41f31023523c0638c2f724386e9cf91af32f76c99a8dc14cf247e8,278,266,12,99.675,79.727,4,4753023272,4566700601,186322671,4680987264,643,b8d536dc6716e9044c44cfcb21bc6bbf711b9d01aede84861ebfb2f07c8c773e,643,21801,IDENTITY
d2-large-reuse24,qwen2.5-14b-instruct-fp16-v1,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-6e1d6aae3bb44acba3d2c26ce412eb3e,baseline,0,1,r000,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,0,True,True,SUCCEEDED,True,DHQGX,DHQGX,"[51326, 48, 84432, 151645]",409cb68e1b9341ca4a62cbb2318b75e023d7c6955baa51ec7ad3ef7d9ed297d4,278,0,278,21290.09,2706.289,4,24558490075,536040889,24022449186,21840176862,643,95afa2d28e279b3a95f209e7609794e9454e43ad394154a212122800f6f4a171,643,39543,IDENTITY
d2-large-reuse24,qwen2.5-14b-instruct-fp16-v1,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-6e1d6aae3bb44acba3d2c26ce412eb3e,baseline,0,1,r001,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,1,False,True,SUCCEEDED,False,DVZRV,VZRV,"[53, 57, 35281, 151645]",513ecabb26a53d78cd32e87d52b8412b11a3486ade58fd2e2cb2182d0862d5e5,278,267,11,975.193,1898.732,4,27570873561,24671777158,2899096403,25680377283,643,5142e44ff20077c11c72b9bbfd881a296332f5772d8881fa5f778a15eb2326a5,643,12484,IDENTITY
d2-large-reuse24,qwen2.5-14b-instruct-fp16-v1,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-6e1d6aae3bb44acba3d2c26ce412eb3e,baseline,0,1,r002,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,2,False,True,SUCCEEDED,False,DUETA,UETA,"[52, 20695, 151645]",6290ba1bde0f75670f9566d35b9116d5c78494211a0c670e5b9e2486306df56b,278,266,12,1042.823,1264.577,3,30015654460,27685528297,2330126163,28743460984,643,6b337b6e1716946b782bf76ffe735332e5a34a0105a91c156092e38bde9f0a8f,643,10880,IDENTITY
d2-large-reuse24,qwen2.5-14b-instruct-fp16-v1,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-6e1d6aae3bb44acba3d2c26ce412eb3e,baseline,0,1,r003,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,3,False,True,SUCCEEDED,False,DKACG,KACG,"[42, 1706, 38, 151645]",472f2dc0c19b1370ece26cfcb7c4632bd27e418edaeab5e19729e4cb127a671d,279,266,13,1126.0,1907.568,4,33090696597,30032732376,3057964221,31192022603,643,330e0f0ed7e7731d831e49e47e5c09fd9bf4377a8faad5d712c49911c4dfe32c,643,11261,IDENTITY
d2-large-reuse24,qwen2.5-14b-instruct-fp16-v1,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-6e1d6aae3bb44acba3d2c26ce412eb3e,baseline,0,1,r004,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,4,False,True,SUCCEEDED,True,DOWUV,DOWUV,"[35, 3307, 22246, 151645]",047a3df4e8d8eadd8835726c417aaad9ffc421b200cce0a297a167883e36eb39,278,266,12,1051.04,1943.337,4,36114325423,33104536873,3009788550,34178777163,643,1660a3f24e4a9f16162e4e373f30fe516d2a8d72ba5f53a74ada96f141abee13,643,10951,IDENTITY
d2-large-reuse24,qwen2.5-14b-instruct-fp16-v1,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-6e1d6aae3bb44acba3d2c26ce412eb3e,baseline,0,1,r005,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,5,False,True,SUCCEEDED,False,DCYHN,C,"[34, 151645]",32d3262fb73e0e14beb2fd54e451d9d80cb66b6be62456d05e9cdeecfc9f0b98,277,266,11,1233.935,642.293,2,38582533785,36683011784,1899522001,37936881338,643,a0361b15664ed433c45e4c9ff6654a666ec70305791cda9267912fe3ed259363,643,11000,IDENTITY
d2-large-reuse24,qwen2.5-14b-instruct-fp16-v1,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-6e1d6aae3bb44acba3d2c26ce412eb3e,baseline,0,1,r006,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,6,False,True,SUCCEEDED,True,DHRAE,DHRAE,"[51326, 5609, 36, 151645]",523a99e98b1d1223750a6d7570ea35fff3d9c9abc75828f8ea24d3ba0e36bdb0,278,266,12,1043.616,1924.622,4,41725410949,38732319817,2993091132,39799654907,643,f13a8ddb3ce8ab74064bd14c6ed8518e599a4d673f4fa45968b98f41750f11c4,643,10810,IDENTITY
d2-large-reuse24,qwen2.5-14b-instruct-fp16-v1,slice-versus-full-cache-v1,record-reuse,24,940101,development,DEVELOPMENT,attempt-6e1d6aae3bb44acba3d2c26ce412eb3e,baseline,0,1,r007,9db71a904d6ba17ac26b341aa3c05c7e729eaed18bd0d5986039c4e05dfa4a0f,0,7,False,True,SUCCEEDED,False,DJCAK,JCAK,"[41, 5049, 42, 151645]",4e24093feb41f31023523c0638c2f724386e9cf91af32f76c99a8dc14cf247e8,278,266,12,1046.954,1895.406,4,44708067378,41741668790,2966398588,42809927988,643,b8d536dc6716e9044c44cfcb21bc6bbf711b9d01aede84861ebfb2f07c8c773e,643,10921,IDENTITY
